"Country or Area","Year","Area","Age of husband","Age of wife","Source Year","Value","Value Footnotes"
"Egypt","2017","Total","40 - 44","20 - 24","2018","861","1"
"Egypt","2017","Total","40 - 44","25 - 29","2018","2554","1"
"Egypt","2017","Total","40 - 44","30 - 34","2018","5881","1"
"Egypt","2017","Total","40 - 44","35 - 39","2018","7885","1"
"Egypt","2017","Total","40 - 44","40 - 44","2018","4238","1"
"Egypt","2017","Total","40 - 44","45 - 49","2018","1012","1"
"Egypt","2017","Total","40 - 44","50 - 54","2018","379","1"
"Egypt","2017","Total","40 - 44","55 - 59","2018","156","1"
"Egypt","2017","Total","40 - 44","60 - 64","2018","64","1"
"Egypt","2017","Total","40 - 44","65 - 69","2018","17","1"
"Egypt","2017","Total","40 - 44","70 - 74","2018","7","1"
"Egypt","2017","Total","40 - 44","75 +","2018","4","1"
"Egypt","2017","Total","45 - 49","Total","2018","18519","1"
"Egypt","2017","Total","45 - 49","18 - 19","2018","61","1"
"Egypt","2017","Total","45 - 49","20 - 24","2018","375","1"
"Egypt","2017","Total","45 - 49","25 - 29","2018","1063","1"
"Egypt","2017","Total","45 - 49","30 - 34","2018","2454","1"
"Egypt","2017","Total","45 - 49","35 - 39","2018","5046","1"
"Egypt","2017","Total","45 - 49","40 - 44","2018","5652","1"
"Egypt","2017","Total","45 - 49","45 - 49","2018","2850","1"
"Egypt","2017","Total","45 - 49","50 - 54","2018","703","1"
"Egypt","2017","Total","45 - 49","55 - 59","2018","239","1"
"Egypt","2017","Total","45 - 49","60 - 64","2018","58","1"
"Egypt","2017","Total","45 - 49","65 - 69","2018","17","1"
"Egypt","2017","Total","45 - 49","70 - 74","2018","1","1"
"Egypt","2017","Total","45 - 49","75 +","2018","0","1"
"Egypt","2017","Total","50 - 54","Total","2018","15419","1"
"Egypt","2017","Total","50 - 54","18 - 19","2018","52","1"
"Egypt","2017","Total","50 - 54","20 - 24","2018","267","1"
"Egypt","2017","Total","50 - 54","25 - 29","2018","575","1"
"Egypt","2017","Total","50 - 54","30 - 34","2018","1305","1"
"Egypt","2017","Total","50 - 54","35 - 39","2018","2581","1"
"Egypt","2017","Total","50 - 54","40 - 44","2018","3855","1"
"Egypt","2017","Total","50 - 54","45 - 49","2018","3963","1"
"Egypt","2017","Total","50 - 54","50 - 54","2018","2162","1"
"Egypt","2017","Total","50 - 54","55 - 59","2018","490","1"
"Egypt","2017","Total","50 - 54","60 - 64","2018","125","1"
"Egypt","2017","Total","50 - 54","65 - 69","2018","29","1"
"Egypt","2017","Total","50 - 54","70 - 74","2018","8","1"
"Egypt","2017","Total","50 - 54","75 +","2018","7","1"
"Egypt","2017","Total","55 - 59","Total","2018","10585","1"
"Egypt","2017","Total","55 - 59","18 - 19","2018","27","1"
"Egypt","2017","Total","55 - 59","20 - 24","2018","177","1"
"Egypt","2017","Total","55 - 59","25 - 29","2018","323","1"
"Egypt","2017","Total","55 - 59","30 - 34","2018","772","1"
"Egypt","2017","Total","55 - 59","35 - 39","2018","1215","1"
"Egypt","2017","Total","55 - 59","40 - 44","2018","1762","1"
"Egypt","2017","Total","55 - 59","45 - 49","2018","2288","1"
"Egypt","2017","Total","55 - 59","50 - 54","2018","2523","1"
"Egypt","2017","Total","55 - 59","55 - 59","2018","1182","1"
"Egypt","2017","Total","55 - 59","60 - 64","2018","251","1"
"Egypt","2017","Total","55 - 59","65 - 69","2018","58","1"
"Egypt","2017","Total","55 - 59","70 - 74","2018","6","1"
"Egypt","2017","Total","55 - 59","75 +","2018","1","1"
"Egypt","2017","Total","60 - 64","Total","2018","6814","1"
"Egypt","2017","Total","60 - 64","18 - 19","2018","10","1"
"Egypt","2017","Total","60 - 64","20 - 24","2018","72","1"
"Egypt","2017","Total","60 - 64","25 - 29","2018","228","1"
"Egypt","2017","Total","60 - 64","30 - 34","2018","438","1"
"Egypt","2017","Total","60 - 64","35 - 39","2018","626","1"
"Egypt","2017","Total","60 - 64","40 - 44","2018","794","1"
"Egypt","2017","Total","60 - 64","45 - 49","2018","1041","1"
"Egypt","2017","Total","60 - 64","50 - 54","2018","1418","1"
"Egypt","2017","Total","60 - 64","55 - 59","2018","1362","1"
"Egypt","2017","Total","60 - 64","60 - 64","2018","695","1"
"Egypt","2017","Total","60 - 64","65 - 69","2018","101","1"
"Egypt","2017","Total","60 - 64","70 - 74","2018","17","1"
"Egypt","2017","Total","60 - 64","75 +","2018","12","1"
"Egypt","2017","Total","65 - 69","Total","2018","4032","1"
"Egypt","2017","Total","65 - 69","18 - 19","2018","4","1"
"Egypt","2017","Total","65 - 69","20 - 24","2018","60","1"
"Egypt","2017","Total","65 - 69","25 - 29","2018","106","1"
"Egypt","2017","Total","65 - 69","30 - 34","2018","206","1"
"Egypt","2017","Total","65 - 69","35 - 39","2018","315","1"
"Egypt","2017","Total","65 - 69","40 - 44","2018","411","1"
"Egypt","2017","Total","65 - 69","45 - 49","2018","591","1"
"Egypt","2017","Total","65 - 69","50 - 54","2018","729","1"
"Egypt","2017","Total","65 - 69","55 - 59","2018","754","1"
"Egypt","2017","Total","65 - 69","60 - 64","2018","561","1"
"Egypt","2017","Total","65 - 69","65 - 69","2018","241","1"
"Egypt","2017","Total","65 - 69","70 - 74","2018","43","1"
"Egypt","2017","Total","65 - 69","75 +","2018","11","1"
"Egypt","2017","Total","70 - 74","Total","2018","1976","1"
"Egypt","2017","Total","70 - 74","18 - 19","2018","0","1"
"Egypt","2017","Total","70 - 74","20 - 24","2018","24","1"
"Egypt","2017","Total","70 - 74","25 - 29","2018","36","1"
"Egypt","2017","Total","70 - 74","30 - 34","2018","89","1"
"Egypt","2017","Total","70 - 74","35 - 39","2018","136","1"
"Egypt","2017","Total","70 - 74","40 - 44","2018","229","1"
"Egypt","2017","Total","70 - 74","45 - 49","2018","236","1"
"Egypt","2017","Total","70 - 74","50 - 54","2018","313","1"
"Egypt","2017","Total","70 - 74","55 - 59","2018","321","1"
"Egypt","2017","Total","70 - 74","60 - 64","2018","278","1"
"Egypt","2017","Total","70 - 74","65 - 69","2018","225","1"
"Egypt","2017","Total","70 - 74","70 - 74","2018","73","1"
"Egypt","2017","Total","70 - 74","75 +","2018","16","1"
"Egypt","2017","Total","75 +","Total","2018","1528","1"
"Egypt","2017","Total","75 +","18 - 19","2018","1","1"
"Egypt","2017","Total","75 +","20 - 24","2018","16","1"
"Egypt","2017","Total","75 +","25 - 29","2018","42","1"
"Egypt","2017","Total","75 +","30 - 34","2018","61","1"
"Egypt","2017","Total","75 +","35 - 39","2018","98","1"
"Egypt","2017","Total","75 +","40 - 44","2018","146","1"
"Egypt","2017","Total","75 +","45 - 49","2018","197","1"
"Egypt","2017","Total","75 +","50 - 54","2018","200","1"
"Egypt","2017","Total","75 +","55 - 59","2018","201","1"
"Egypt","2017","Total","75 +","60 - 64","2018","202","1"
"Egypt","2017","Total","75 +","65 - 69","2018","138","1"
"Egypt","2017","Total","75 +","70 - 74","2018","112","1"
"Egypt","2017","Total","75 +","75 +","2018","114","1"
"Egypt","2014","Total","Total","Total","2016","180344","1"
"Egypt","2014","Total","Total","18 - 19","2016","8169","1"
"Egypt","2014","Total","Total","20 - 24","2016","35000","1"
"Egypt","2014","Total","Total","25 - 29","2016","40346","1"
"Egypt","2014","Total","Total","30 - 34","2016","30727","1"
"Egypt","2014","Total","Total","35 - 39","2016","22799","1"
"Egypt","2014","Total","Total","40 - 44","2016","16439","1"
"Egypt","2014","Total","Total","45 - 49","2016","11571","1"
"Egypt","2014","Total","Total","50 - 54","2016","8060","1"
"Egypt","2014","Total","Total","55 - 59","2016","4003","1"
"Egypt","2014","Total","Total","60 - 64","2016","2105","1"
"Egypt","2014","Total","Total","65 - 69","2016","732","1"
"Egypt","2014","Total","Total","70 - 74","2016","248","1"
"Egypt","2014","Total","Total","75 +","2016","145","1"
"Egypt","2014","Total","18 - 19","Total","2016","666","1"
"Egypt","2014","Total","18 - 19","18 - 19","2016","328","1"
"Egypt","2014","Total","18 - 19","20 - 24","2016","206","1"
"Egypt","2014","Total","18 - 19","25 - 29","2016","64","1"
"Egypt","2014","Total","18 - 19","30 - 34","2016","30","1"
"Egypt","2014","Total","18 - 19","35 - 39","2016","9","1"
"Egypt","2014","Total","18 - 19","40 - 44","2016","12","1"
"Egypt","2014","Total","18 - 19","45 - 49","2016","5","1"
"Egypt","2014","Total","18 - 19","50 - 54","2016","2","1"
"Egypt","2014","Total","18 - 19","55 - 59","2016","3","1"
"Egypt","2014","Total","18 - 19","60 - 64","2016","6","1"
"Egypt","2014","Total","18 - 19","65 - 69","2016","1","1"
"Egypt","2014","Total","18 - 19","70 - 74","2016","0","1"
"Egypt","2014","Total","18 - 19","75 +","2016","0","1"
"Egypt","2014","Total","20 - 24","Total","2016","11778","1"
"Egypt","2014","Total","20 - 24","18 - 19","2016","2742","1"
"Egypt","2014","Total","20 - 24","20 - 24","2016","7103","1"
"Egypt","2014","Total","20 - 24","25 - 29","2016","1233","1"
"Egypt","2014","Total","20 - 24","30 - 34","2016","376","1"
"Egypt","2014","Total","20 - 24","35 - 39","2016","139","1"
"Egypt","2014","Total","20 - 24","40 - 44","2016","69","1"
"Egypt","2014","Total","20 - 24","45 - 49","2016","55","1"
"Egypt","2014","Total","20 - 24","50 - 54","2016","30","1"
"Egypt","2014","Total","20 - 24","55 - 59","2016","14","1"
"Egypt","2014","Total","20 - 24","60 - 64","2016","13","1"
"Egypt","2014","Total","20 - 24","65 - 69","2016","1","1"
"Egypt","2014","Total","20 - 24","70 - 74","2016","0","1"
"Egypt","2014","Total","20 - 24","75 +","2016","3","1"
"Egypt","2014","Total","25 - 29","Total","2016","33646","1"
"Egypt","2014","Total","25 - 29","18 - 19","2016","3272","1"
"Egypt","2014","Total","25 - 29","20 - 24","2016","14790","1"
"Egypt","2014","Total","25 - 29","25 - 29","2016","11607","1"
"Egypt","2014","Total","25 - 29","30 - 34","2016","2572","1"
"Egypt","2014","Total","25 - 29","35 - 39","2016","728","1"
"Egypt","2014","Total","25 - 29","40 - 44","2016","330","1"
"Egypt","2014","Total","25 - 29","45 - 49","2016","189","1"
"Egypt","2014","Total","25 - 29","50 - 54","2016","74","1"
"Egypt","2014","Total","25 - 29","55 - 59","2016","43","1"
"Egypt","2014","Total","25 - 29","60 - 64","2016","16","1"
"Egypt","2014","Total","25 - 29","65 - 69","2016","0","1"
"Egypt","2014","Total","25 - 29","70 - 74","2016","6","1"
"Egypt","2014","Total","25 - 29","75 +","2016","19","1"
"Egypt","2014","Total","30 - 34","Total","2016","36269","1"
"Egypt","2014","Total","30 - 34","18 - 19","2016","1207","1"
"Egypt","2014","Total","30 - 34","20 - 24","2016","8454","1"
"Egypt","2014","Total","30 - 34","25 - 29","2016","14913","1"
"Egypt","2014","Total","30 - 34","30 - 34","2016","8688","1"
"Egypt","2014","Total","30 - 34","35 - 39","2016","1813","1"
"Egypt","2014","Total","30 - 34","40 - 44","2016","603","1"
"Egypt","2014","Total","30 - 34","45 - 49","2016","353","1"
"Egypt","2014","Total","30 - 34","50 - 54","2016","152","1"
"Egypt","2014","Total","30 - 34","55 - 59","2016","49","1"
"Egypt","2014","Total","30 - 34","60 - 64","2016","19","1"
"Egypt","2014","Total","30 - 34","65 - 69","2016","8","1"
"Egypt","2014","Total","30 - 34","70 - 74","2016","3","1"
"Egypt","2014","Total","30 - 34","75 +","2016","7","1"
"Egypt","2014","Total","35 - 39","Total","2016","26199","1"
"Egypt","2014","Total","35 - 39","18 - 19","2016","350","1"
"Egypt","2014","Total","35 - 39","20 - 24","2016","2583","1"
"Egypt","2014","Total","35 - 39","25 - 29","2016","6963","1"
"Egypt","2014","Total","35 - 39","30 - 34","2016","8964","1"
"Egypt","2014","Total","35 - 39","35 - 39","2016","5265","1"
"Egypt","2014","Total","35 - 39","40 - 44","2016","1208","1"
"Egypt","2014","Total","35 - 39","45 - 49","2016","494","1"
"Egypt","2014","Total","35 - 39","50 - 54","2016","250","1"
"Egypt","2014","Total","35 - 39","55 - 59","2016","63","1"
"Egypt","2014","Total","35 - 39","60 - 64","2016","34","1"
"Egypt","2014","Total","35 - 39","65 - 69","2016","12","1"
"Egypt","2014","Total","35 - 39","70 - 74","2016","2","1"
"Egypt","2014","Total","35 - 39","75 +","2016","11","1"
"Egypt","2014","Total","40 - 44","Total","2016","20128","1"
"Egypt","2014","Total","40 - 44","18 - 19","2016","105","1"
"Egypt","2014","Total","40 - 44","20 - 24","2016","822","1"
"Egypt","2014","Total","40 - 44","25 - 29","2016","2737","1"
"Egypt","2014","Total","40 - 44","30 - 34","2016","5075","1"
"Egypt","2014","Total","40 - 44","35 - 39","2016","6451","1"
"Egypt","2014","Total","40 - 44","40 - 44","2016","3639","1"
"Egypt","2014","Total","40 - 44","45 - 49","2016","800","1"
"Egypt","2014","Total","40 - 44","50 - 54","2016","341","1"
"Egypt","2014","Total","40 - 44","55 - 59","2016","85","1"
"Egypt","2014","Total","40 - 44","60 - 64","2016","55","1"
"Egypt","2014","Total","40 - 44","65 - 69","2016","12","1"
"Egypt","2014","Total","40 - 44","70 - 74","2016","4","1"
"Egypt","2014","Total","40 - 44","75 +","2016","2","1"
"Egypt","2014","Total","45 - 49","Total","2016","16624","1"
"Egypt","2014","Total","45 - 49","18 - 19","2016","62","1"
"Egypt","2014","Total","45 - 49","20 - 24","2016","483","1"
"Egypt","2014","Total","45 - 49","25 - 29","2016","1291","1"
"Egypt","2014","Total","45 - 49","30 - 34","2016","2335","1"
"Egypt","2014","Total","45 - 49","35 - 39","2016","4130","1"
"Egypt","2014","Total","45 - 49","40 - 44","2016","4657","1"
"Egypt","2014","Total","45 - 49","45 - 49","2016","2603","1"
"Egypt","2014","Total","45 - 49","50 - 54","2016","755","1"
"Egypt","2014","Total","45 - 49","55 - 59","2016","192","1"
"Egypt","2014","Total","45 - 49","60 - 64","2016","82","1"
"Egypt","2014","Total","45 - 49","65 - 69","2016","23","1"
"Egypt","2014","Total","45 - 49","70 - 74","2016","4","1"
"Egypt","2014","Total","45 - 49","75 +","2016","7","1"
"Egypt","2014","Total","50 - 54","Total","2016","13952","1"
"Egypt","2014","Total","50 - 54","18 - 19","2016","50","1"
"Egypt","2014","Total","50 - 54","20 - 24","2016","252","1"
"Egypt","2014","Total","50 - 54","25 - 29","2016","727","1"
"Egypt","2014","Total","50 - 54","30 - 34","2016","1230","1"
"Egypt","2014","Total","50 - 54","35 - 39","2016","2222","1"
"Egypt","2014","Total","50 - 54","40 - 44","2016","3229","1"
"Egypt","2014","Total","50 - 54","45 - 49","2016","3492","1"
"Egypt","2014","Total","50 - 54","50 - 54","2016","2152","1"
"Egypt","2014","Total","50 - 54","55 - 59","2016","414","1"
"Egypt","2014","Total","50 - 54","60 - 64","2016","141","1"
"Egypt","2014","Total","50 - 54","65 - 69","2016","29","1"
"Egypt","2014","Total","50 - 54","70 - 74","2016","9","1"
"Egypt","2014","Total","50 - 54","75 +","2016","5","1"
"Egypt","2014","Total","55 - 59","Total","2016","8691","1"
"Egypt","2014","Total","55 - 59","18 - 19","2016","27","1"
"Egypt","2014","Total","55 - 59","20 - 24","2016","139","1"
"Egypt","2014","Total","55 - 59","25 - 29","2016","383","1"
"Egypt","2014","Total","55 - 59","30 - 34","2016","619","1"
"Egypt","2014","Total","55 - 59","35 - 39","2016","1020","1"
"Egypt","2014","Total","55 - 59","40 - 44","2016","1350","1"
"Egypt","2014","Total","55 - 59","45 - 49","2016","1857","1"
"Egypt","2014","Total","55 - 59","50 - 54","2016","2038","1"
"Egypt","2014","Total","55 - 59","55 - 59","2016","979","1"
"Egypt","2014","Total","55 - 59","60 - 64","2016","223","1"
"Egypt","2014","Total","55 - 59","65 - 69","2016","49","1"
"Egypt","2014","Total","55 - 59","70 - 74","2016","6","1"
"Egypt","2014","Total","55 - 59","75 +","2016","1","1"
"Egypt","2014","Total","60 - 64","Total","2016","6195","1"
"Egypt","2014","Total","60 - 64","18 - 19","2016","18","1"
"Egypt","2014","Total","60 - 64","20 - 24","2016","91","1"
"Egypt","2014","Total","60 - 64","25 - 29","2016","212","1"
"Egypt","2014","Total","60 - 64","30 - 34","2016","414","1"
"Egypt","2014","Total","60 - 64","35 - 39","2016","540","1"
"Egypt","2014","Total","60 - 64","40 - 44","2016","712","1"
"Egypt","2014","Total","60 - 64","45 - 49","2016","947","1"
"Egypt","2014","Total","60 - 64","50 - 54","2016","1281","1"
"Egypt","2014","Total","60 - 64","55 - 59","2016","1236","1"
"Egypt","2014","Total","60 - 64","60 - 64","2016","606","1"
"Egypt","2014","Total","60 - 64","65 - 69","2016","106","1"
"Egypt","2014","Total","60 - 64","70 - 74","2016","28","1"
"Egypt","2014","Total","60 - 64","75 +","2016","4","1"
"Egypt","2014","Total","65 - 69","Total","2016","3160","1"
"Egypt","2014","Total","65 - 69","18 - 19","2016","2","1"
"Egypt","2014","Total","65 - 69","20 - 24","2016","45","1"
"Egypt","2014","Total","65 - 69","25 - 29","2016","107","1"
"Egypt","2014","Total","65 - 69","30 - 34","2016","243","1"
"Egypt","2014","Total","65 - 69","35 - 39","2016","252","1"
"Egypt","2014","Total","65 - 69","40 - 44","2016","329","1"
"Egypt","2014","Total","65 - 69","45 - 49","2016","387","1"
"Egypt","2014","Total","65 - 69","50 - 54","2016","546","1"
"Egypt","2014","Total","65 - 69","55 - 59","2016","510","1"
"Egypt","2014","Total","65 - 69","60 - 64","2016","492","1"
"Egypt","2014","Total","65 - 69","65 - 69","2016","205","1"
"Egypt","2014","Total","65 - 69","70 - 74","2016","27","1"
"Egypt","2014","Total","65 - 69","75 +","2016","15","1"
"Egypt","2014","Total","70 - 74","Total","2016","1669","1"
"Egypt","2014","Total","70 - 74","18 - 19","2016","2","1"
"Egypt","2014","Total","70 - 74","20 - 24","2016","17","1"
"Egypt","2014","Total","70 - 74","25 - 29","2016","66","1"
"Egypt","2014","Total","70 - 74","30 - 34","2016","110","1"
"Egypt","2014","Total","70 - 74","35 - 39","2016","149","1"
"Egypt","2014","Total","70 - 74","40 - 44","2016","154","1"
"Egypt","2014","Total","70 - 74","45 - 49","2016","217","1"
"Egypt","2014","Total","70 - 74","50 - 54","2016","240","1"
"Egypt","2014","Total","70 - 74","55 - 59","2016","218","1"
"Egypt","2014","Total","70 - 74","60 - 64","2016","237","1"
"Egypt","2014","Total","70 - 74","65 - 69","2016","167","1"
"Egypt","2014","Total","70 - 74","70 - 74","2016","79","1"
"Egypt","2014","Total","70 - 74","75 +","2016","13","1"
"Egypt","2014","Total","75 +","Total","2016","1367","1"
"Egypt","2014","Total","75 +","18 - 19","2016","4","1"
"Egypt","2014","Total","75 +","20 - 24","2016","15","1"
"Egypt","2014","Total","75 +","25 - 29","2016","43","1"
"Egypt","2014","Total","75 +","30 - 34","2016","71","1"
"Egypt","2014","Total","75 +","35 - 39","2016","81","1"
"Egypt","2014","Total","75 +","40 - 44","2016","147","1"
"Egypt","2014","Total","75 +","45 - 49","2016","172","1"
"Egypt","2014","Total","75 +","50 - 54","2016","199","1"
"Egypt","2014","Total","75 +","55 - 59","2016","197","1"
"Egypt","2014","Total","75 +","60 - 64","2016","181","1"
"Egypt","2014","Total","75 +","65 - 69","2016","119","1"
"Egypt","2014","Total","75 +","70 - 74","2016","80","1"
"Egypt","2014","Total","75 +","75 +","2016","58","1"
"Egypt","2013","Total","Total","Total","2015","162583","1"
"Egypt","2013","Total","Total","18 - 19","2015","7394","1"
"Egypt","2013","Total","Total","20 - 24","2015","32503","1"
"Egypt","2013","Total","Total","25 - 29","2015","37631","1"
"Egypt","2013","Total","Total","30 - 34","2015","28025","1"
"Egypt","2013","Total","Total","35 - 39","2015","19311","1"
"Egypt","2013","Total","Total","40 - 44","2015","14304","1"
"Egypt","2013","Total","Total","45 - 49","2015","10602","1"
"Egypt","2013","Total","Total","50 - 54","2015","6854","1"
"Egypt","2013","Total","Total","55 - 59","2015","3255","1"
"Egypt","2013","Total","Total","60 - 64","2015","1724","1"
"Egypt","2013","Total","Total","65 - 69","2015","567","1"
"Egypt","2013","Total","Total","70 - 74","2015","229","1"
"Egypt","2013","Total","Total","75 +","2015","184","1"
"Egypt","2013","Total","18 - 19","Total","2015","651","1"
"Egypt","2013","Total","18 - 19","18 - 19","2015","322","1"
"Egypt","2013","Total","18 - 19","20 - 24","2015","209","1"
"Egypt","2013","Total","18 - 19","25 - 29","2015","62","1"
"Egypt","2013","Total","18 - 19","30 - 34","2015","24","1"
"Egypt","2013","Total","18 - 19","35 - 39","2015","6","1"
"Egypt","2013","Total","18 - 19","40 - 44","2015","3","1"
"Egypt","2013","Total","18 - 19","45 - 49","2015","12","1"
"Egypt","2013","Total","18 - 19","50 - 54","2015","4","1"
"Egypt","2013","Total","18 - 19","55 - 59","2015","4","1"
"Egypt","2013","Total","18 - 19","60 - 64","2015","3","1"
"Egypt","2013","Total","18 - 19","65 - 69","2015","1","1"
"Egypt","2013","Total","18 - 19","70 - 74","2015","0","1"
"Egypt","2013","Total","18 - 19","75 +","2015","1","1"
"Egypt","2013","Total","20 - 24","Total","2015","10808","1"
"Egypt","2013","Total","20 - 24","18 - 19","2015","2440","1"
"Egypt","2013","Total","20 - 24","20 - 24","2015","6306","1"
"Egypt","2013","Total","20 - 24","25 - 29","2015","1409","1"
"Egypt","2013","Total","20 - 24","30 - 34","2015","350","1"
"Egypt","2013","Total","20 - 24","35 - 39","2015","130","1"
"Egypt","2013","Total","20 - 24","40 - 44","2015","83","1"
"Egypt","2013","Total","20 - 24","45 - 49","2015","42","1"
"Egypt","2013","Total","20 - 24","50 - 54","2015","25","1"
"Egypt","2013","Total","20 - 24","55 - 59","2015","7","1"
"Egypt","2013","Total","20 - 24","60 - 64","2015","7","1"
"Egypt","2013","Total","20 - 24","65 - 69","2015","1","1"
"Egypt","2013","Total","20 - 24","70 - 74","2015","2","1"
"Egypt","2013","Total","20 - 24","75 +","2015","6","1"
"Egypt","2013","Total","25 - 29","Total","2015","31347","1"
"Egypt","2013","Total","25 - 29","18 - 19","2015","2998","1"
"Egypt","2013","Total","25 - 29","20 - 24","2015","14019","1"
"Egypt","2013","Total","25 - 29","25 - 29","2015","10901","1"
"Egypt","2013","Total","25 - 29","30 - 34","2015","2083","1"
"Egypt","2013","Total","25 - 29","35 - 39","2015","697","1"
"Egypt","2013","Total","25 - 29","40 - 44","2015","285","1"
"Egypt","2013","Total","25 - 29","45 - 49","2015","204","1"
"Egypt","2013","Total","25 - 29","50 - 54","2015","77","1"
"Egypt","2013","Total","25 - 29","55 - 59","2015","35","1"
"Egypt","2013","Total","25 - 29","60 - 64","2015","17","1"
"Egypt","2013","Total","25 - 29","65 - 69","2015","9","1"
"Egypt","2013","Total","25 - 29","70 - 74","2015","4","1"
"Egypt","2013","Total","25 - 29","75 +","2015","18","1"
"Egypt","2013","Total","30 - 34","Total","2015","32760","1"
"Egypt","2013","Total","30 - 34","18 - 19","2015","1090","1"
"Egypt","2013","Total","30 - 34","20 - 24","2015","7793","1"
"Egypt","2013","Total","30 - 34","25 - 29","2015","13229","1"
"Egypt","2013","Total","30 - 34","30 - 34","2015","8031","1"
"Egypt","2013","Total","30 - 34","35 - 39","2015","1554","1"
"Egypt","2013","Total","30 - 34","40 - 44","2015","580","1"
"Egypt","2013","Total","30 - 34","45 - 49","2015","294","1"
"Egypt","2013","Total","30 - 34","50 - 54","2015","118","1"
"Egypt","2013","Total","30 - 34","55 - 59","2015","41","1"
"Egypt","2013","Total","30 - 34","60 - 64","2015","16","1"
"Egypt","2013","Total","30 - 34","65 - 69","2015","5","1"
"Egypt","2013","Total","30 - 34","70 - 74","2015","1","1"
"Egypt","2013","Total","30 - 34","75 +","2015","8","1"
"Egypt","2013","Total","35 - 39","Total","2015","23414","1"
"Egypt","2013","Total","35 - 39","18 - 19","2015","283","1"
"Egypt","2013","Total","35 - 39","20 - 24","2015","2340","1"
"Egypt","2013","Total","35 - 39","25 - 29","2015","6604","1"
"Egypt","2013","Total","35 - 39","30 - 34","2015","8056","1"
"Egypt","2013","Total","35 - 39","35 - 39","2015","4268","1"
"Egypt","2013","Total","35 - 39","40 - 44","2015","1095","1"
"Egypt","2013","Total","35 - 39","45 - 49","2015","451","1"
"Egypt","2013","Total","35 - 39","50 - 54","2015","208","1"
"Egypt","2013","Total","35 - 39","55 - 59","2015","63","1"
"Egypt","2013","Total","35 - 39","60 - 64","2015","29","1"
"Egypt","2013","Total","35 - 39","65 - 69","2015","7","1"
"Egypt","2013","Total","35 - 39","70 - 74","2015","5","1"
"Egypt","2013","Total","35 - 39","75 +","2015","5","1"
"Egypt","2013","Total","40 - 44","Total","2015","17810","1"
"Egypt","2013","Total","40 - 44","18 - 19","2015","91","1"
"Egypt","2013","Total","40 - 44","20 - 24","2015","827","1"
"Egypt","2013","Total","40 - 44","25 - 29","2015","2615","1"
"Egypt","2013","Total","40 - 44","30 - 34","2015","4619","1"
"Egypt","2013","Total","40 - 44","35 - 39","2015","5387","1"
"Egypt","2013","Total","40 - 44","40 - 44","2015","2919","1"
"Egypt","2013","Total","40 - 44","45 - 49","2015","860","1"
"Egypt","2013","Total","40 - 44","50 - 54","2015","337","1"
"Egypt","2013","Total","40 - 44","55 - 59","2015","102","1"
"Egypt","2013","Total","40 - 44","60 - 64","2015","37","1"
"Egypt","2013","Total","40 - 44","65 - 69","2015","12","1"
"Egypt","2013","Total","40 - 44","70 - 74","2015","1","1"
"Egypt","2013","Total","40 - 44","75 +","2015","3","1"
"Egypt","2013","Total","45 - 49","Total","2015","15591","1"
"Egypt","2013","Total","45 - 49","18 - 19","2015","60","1"
"Egypt","2013","Total","45 - 49","20 - 24","2015","442","1"
"Egypt","2013","Total","45 - 49","25 - 29","2015","1254","1"
"Egypt","2013","Total","45 - 49","30 - 34","2015","2303","1"
"Egypt","2013","Total","45 - 49","35 - 39","2015","3752","1"
"Egypt","2013","Total","45 - 49","40 - 44","2015","4171","1"
"Egypt","2013","Total","45 - 49","45 - 49","2015","2608","1"
"Egypt","2013","Total","45 - 49","50 - 54","2015","724","1"
"Egypt","2013","Total","45 - 49","55 - 59","2015","168","1"
"Egypt","2013","Total","45 - 49","60 - 64","2015","82","1"
"Egypt","2013","Total","45 - 49","65 - 69","2015","15","1"
"Egypt","2013","Total","45 - 49","70 - 74","2015","4","1"
"Egypt","2013","Total","45 - 49","75 +","2015","8","1"
"Egypt","2013","Total","50 - 54","Total","2015","12175","1"
"Egypt","2013","Total","50 - 54","18 - 19","2015","51","1"
"Egypt","2013","Total","50 - 54","20 - 24","2015","268","1"
"Egypt","2013","Total","50 - 54","25 - 29","2015","702","1"
"Egypt","2013","Total","50 - 54","30 - 34","2015","1281","1"
"Egypt","2013","Total","50 - 54","35 - 39","2015","1816","1"
"Egypt","2013","Total","50 - 54","40 - 44","2015","2891","1"
"Egypt","2013","Total","50 - 54","45 - 49","2015","3005","1"
"Egypt","2013","Total","50 - 54","50 - 54","2015","1691","1"
"Egypt","2013","Total","50 - 54","55 - 59","2015","302","1"
"Egypt","2013","Total","50 - 54","60 - 64","2015","131","1"
"Egypt","2013","Total","50 - 54","65 - 69","2015","19","1"
"Egypt","2013","Total","50 - 54","70 - 74","2015","12","1"
"Egypt","2013","Total","50 - 54","75 +","2015","6","1"
"Egypt","2013","Total","55 - 59","Total","2015","7689","1"
"Egypt","2013","Total","55 - 59","18 - 19","2015","27","1"
"Egypt","2013","Total","55 - 59","20 - 24","2015","125","1"
"Egypt","2013","Total","55 - 59","25 - 29","2015","424","1"
"Egypt","2013","Total","55 - 59","30 - 34","2015","600","1"
"Egypt","2013","Total","55 - 59","35 - 39","2015","799","1"
"Egypt","2013","Total","55 - 59","40 - 44","2015","1199","1"
"Egypt","2013","Total","55 - 59","45 - 49","2015","1637","1"
