"Country or Area","Year","Area","Age of husband","Age of wife","Source Year","Value","Value Footnotes"
"Egypt","1979","Total","20 - 24","70 - 74","1984","25",""
"Egypt","1979","Total","20 - 24","75 +","1984","11",""
"Egypt","1979","Total","20 - 24","Unknown","1984","8",""
"Egypt","1979","Total","25 - 29","Total","1984","14457",""
"Egypt","1979","Total","25 - 29","0 - 19","1984","31",""
"Egypt","1979","Total","25 - 29","20 - 24","1984","789",""
"Egypt","1979","Total","25 - 29","25 - 29","1984","4376",""
"Egypt","1979","Total","25 - 29","30 - 34","1984","4695",""
"Egypt","1979","Total","25 - 29","35 - 39","1984","2188",""
"Egypt","1979","Total","25 - 29","40 - 44","1984","948",""
"Egypt","1979","Total","25 - 29","45 - 49","1984","559",""
"Egypt","1979","Total","25 - 29","50 - 54","1984","341",""
"Egypt","1979","Total","25 - 29","55 - 59","1984","225",""
"Egypt","1979","Total","25 - 29","60 - 64","1984","137",""
"Egypt","1979","Total","25 - 29","65 - 69","1984","104",""
"Egypt","1979","Total","25 - 29","70 - 74","1984","42",""
"Egypt","1979","Total","25 - 29","75 +","1984","11",""
"Egypt","1979","Total","25 - 29","Unknown","1984","11",""
"Egypt","1979","Total","30 - 34","Total","1984","6980",""
"Egypt","1979","Total","30 - 34","0 - 19","1984","10",""
"Egypt","1979","Total","30 - 34","20 - 24","1984","172",""
"Egypt","1979","Total","30 - 34","25 - 29","1984","668",""
"Egypt","1979","Total","30 - 34","30 - 34","1984","1681",""
"Egypt","1979","Total","30 - 34","35 - 39","1984","1902",""
"Egypt","1979","Total","30 - 34","40 - 44","1984","1124",""
